timestamp,machine_id,batch_id,main_compression_force_kn,precompression_force_kn,ejection_force_kn,tablet_weight_mg,turret_speed_rpm,feeder_speed_rpm,vibration_rms_mm_s,bearing_temp_c,tablet_hardness_kp,tablet_thickness_mm,reject_flag
2026-09-13T09:00:41+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.722,3.638,0.613,495.357,44.985,32.024,1.17,30.816,12.65,4.461,0
2026-09-13T09:00:42+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.438,3.36,0.601,496.124,44.632,31.95,1.256,31.125,11.505,4.516,0
2026-09-13T09:00:43+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.313,3.508,0.676,502.375,44.975,32.095,1.477,30.799,12.441,4.455,0
2026-09-13T09:00:44+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.966,3.415,0.662,498.179,45.399,32.327,1.126,31.223,11.921,4.502,0
2026-09-13T09:00:45+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.668,3.414,0.632,502.876,44.715,32.043,1.222,30.627,12.526,4.475,0
2026-09-13T09:00:46+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.358,3.294,0.652,499.066,44.917,31.961,1.236,31.023,12.121,4.487,0
2026-09-13T09:00:47+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.525,3.696,0.632,498.558,44.681,32.415,1.236,30.683,11.781,4.513,0
2026-09-13T09:00:48+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.976,3.524,0.622,503.38,45.228,32.424,1.221,30.849,12.66,4.495,0
2026-09-13T09:00:49+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.388,3.502,0.619,503.502,45.032,32.208,1.141,30.885,11.691,4.504,0
2026-09-13T09:00:50+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.49,3.556,0.557,501.18,44.998,31.701,1.151,30.841,12.025,4.462,0
2026-09-13T09:00:51+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.078,3.508,0.713,503.127,44.609,31.573,1.414,31.201,12.701,4.509,0
2026-09-13T09:00:52+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.599,3.38,0.653,500.011,45.027,31.939,1.206,31.016,11.602,4.538,0
2026-09-13T09:00:53+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.259,3.498,0.614,501.181,44.488,32.217,1.124,31.026,12.358,4.476,0
2026-09-13T09:00:54+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.211,3.359,0.651,501.891,44.789,32.224,1.203,31.111,11.779,4.537,0
2026-09-13T09:00:55+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.534,3.45,0.676,500.535,45.099,32.363,1.204,30.54,11.961,4.494,0
2026-09-13T09:00:56+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.685,3.467,0.618,499.073,45.196,32.008,1.272,31.307,11.168,4.515,0
2026-09-13T09:00:57+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.433,3.66,0.731,499.081,45.085,32.01,1.299,30.666,12.013,4.54,0
2026-09-13T09:00:58+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.356,3.394,0.646,500.516,45.213,31.97,1.061,30.969,11.964,4.47,0
2026-09-13T09:00:59+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.802,3.264,0.616,501.3,45.489,31.869,1.075,31.267,12.801,4.464,0
2026-09-13T09:01:00+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.634,3.662,0.67,501.447,44.819,32.268,1.162,31.267,11.502,4.526,0
2026-09-13T09:01:01+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.404,3.571,0.635,499.482,45.077,31.676,1.104,30.954,12.177,4.46,0
2026-09-13T09:01:02+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.791,3.51,0.68,499.388,44.961,31.585,1.281,30.799,11.958,4.517,0
2026-09-13T09:01:03+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.717,3.516,0.687,497.232,45.177,32.291,1.061,30.918,12.534,4.479,0
2026-09-13T09:01:04+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.902,3.505,0.639,501.361,44.483,31.972,1.377,31.489,11.674,4.534,0
2026-09-13T09:01:05+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.545,3.714,0.66,504.024,44.669,31.783,1.144,31.142,12.335,4.465,0
2026-09-13T09:01:06+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.982,3.491,0.644,502.016,44.606,32.073,1.258,30.905,11.692,4.498,0
2026-09-13T09:01:07+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.042,3.251,0.623,498.85,44.999,31.768,1.123,31.206,11.874,4.473,0
2026-09-13T09:01:08+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.432,3.629,0.667,499.217,45.293,31.729,1.146,30.961,11.786,4.514,0
2026-09-13T09:01:09+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.348,3.566,0.665,498.979,45.14,32.229,1.154,30.935,11.089,4.519,0
2026-09-13T09:01:10+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.924,3.656,0.687,500.377,45.05,31.5,1.198,31.156,11.549,4.476,0
2026-09-13T09:01:11+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.146,3.579,0.645,498.941,44.523,31.994,1.128,31.039,10.905,4.527,0
2026-09-13T09:01:12+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.506,3.357,0.64,500.552,44.905,31.926,1.198,30.788,11.619,4.507,0
2026-09-13T09:01:13+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.279,3.465,0.635,499.346,45.249,32.628,1.153,31.168,12.23,4.474,0
2026-09-13T09:01:14+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.961,3.482,0.649,500.734,45.258,32.224,1.33,30.904,11.554,4.515,0
2026-09-13T09:01:15+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.406,3.527,0.655,502.439,44.806,31.765,1.339,30.974,12.635,4.447,0
2026-09-13T09:01:16+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.479,3.561,0.682,501.855,44.747,32.022,1.071,31.041,12.337,4.485,0
2026-09-13T09:01:17+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.765,3.411,0.595,502.261,44.659,32.308,1.297,31.192,11.658,4.479,0
2026-09-13T09:01:18+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.082,3.472,0.633,498.81,44.634,31.92,1.136,31.063,12.193,4.497,0
2026-09-13T09:01:19+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.84,3.477,0.683,500.994,44.924,31.52,1.079,30.577,12.416,4.455,0
2026-09-13T09:01:20+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.147,3.577,0.58,500.408,45.363,32.235,1.371,30.774,12.094,4.48,0
2026-09-13T09:01:21+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.089,3.526,0.735,497.617,44.291,32.216,1.441,30.884,12.118,4.477,0
2026-09-13T09:01:22+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.537,3.51,0.627,502.829,45.379,31.81,1.108,31.082,12.107,4.542,0
2026-09-13T09:01:23+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.528,3.374,0.64,503.56,44.957,32.019,1.046,31.202,12.689,4.521,0
2026-09-13T09:01:24+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.744,3.47,0.607,501.404,45.594,32.105,1.375,31.271,12.075,4.485,0
2026-09-13T09:01:25+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.833,3.604,0.594,494.536,44.994,31.518,1.137,31.049,11.589,4.472,0
2026-09-13T09:01:26+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.075,3.617,0.601,503.735,44.754,32.293,1.157,30.811,12.131,4.517,0
2026-09-13T09:01:27+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.78,3.489,0.593,494.064,45.35,32.238,1.24,31.107,11.431,4.513,0
2026-09-13T09:01:28+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.768,3.504,0.664,498.878,44.926,32.165,1.176,30.701,11.888,4.492,0
2026-09-13T09:01:29+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.055,3.541,0.622,501.98,45.224,32.007,1.087,31.079,12.587,4.477,0
2026-09-13T09:01:30+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.594,3.464,0.695,499.573,45.564,32.236,1.296,31.133,11.063,4.525,0
2026-09-13T09:01:31+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.55,3.377,0.645,494.793,45.266,32.25,1.009,31.056,12.436,4.474,0
2026-09-13T09:01:32+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.635,3.707,0.701,501.6,44.727,32.129,1.268,30.934,11.954,4.514,0
2026-09-13T09:01:33+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.894,3.541,0.724,496.789,45.25,31.623,1.03,31.16,11.817,4.484,0
2026-09-13T09:01:34+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.346,3.302,0.601,500.561,44.723,31.662,1.004,31.403,12.008,4.516,0
2026-09-13T09:01:35+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.779,3.322,0.687,498.237,45.122,32.375,1.209,30.903,11.858,4.577,0
2026-09-13T09:01:36+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.598,3.42,0.672,501.748,45.237,31.653,1.161,30.849,12.381,4.503,0
2026-09-13T09:01:37+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.949,3.345,0.509,500.345,44.598,32.738,1.2,30.976,11.35,4.522,0
2026-09-13T09:01:38+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.491,3.578,0.639,501.589,45.11,31.668,1.282,30.869,11.909,4.461,0
2026-09-13T09:01:39+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.651,3.497,0.673,494.585,44.969,32.0,1.398,30.973,11.872,4.506,0
2026-09-13T09:01:40+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.521,3.34,0.56,499.66,44.714,31.89,1.165,31.051,11.978,4.552,0
2026-09-13T09:01:41+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.044,3.664,0.648,497.225,44.567,31.778,1.107,30.629,11.689,4.539,0
2026-09-13T09:01:42+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.922,3.51,0.669,497.416,44.551,32.513,1.06,31.217,11.66,4.494,0
2026-09-13T09:01:43+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.294,3.49,0.696,495.689,44.439,31.932,1.001,31.202,12.438,4.526,0
2026-09-13T09:01:44+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.948,3.486,0.646,502.523,44.956,31.746,1.057,30.898,12.031,4.54,0
2026-09-13T09:01:45+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.801,3.587,0.761,499.627,44.815,32.215,1.207,30.84,12.134,4.496,0
2026-09-13T09:01:46+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.192,3.479,0.658,502.103,45.736,31.871,1.276,31.085,11.777,4.541,0
2026-09-13T09:01:47+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.426,3.538,0.703,500.055,45.424,31.61,1.18,31.188,11.933,4.454,0
2026-09-13T09:01:48+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.8,3.462,0.76,498.27,45.372,32.006,1.25,31.012,11.85,4.501,0
2026-09-13T09:01:49+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.228,3.465,0.696,498.873,45.092,32.136,1.199,30.79,11.182,4.535,0
2026-09-13T09:01:50+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.836,3.549,0.744,501.911,44.786,31.727,1.324,30.968,12.025,4.517,0
2026-09-13T09:01:51+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.754,3.492,0.611,501.49,44.888,31.734,1.035,31.036,12.284,4.445,0
2026-09-13T09:01:52+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.767,3.391,0.633,501.583,44.801,31.534,0.981,31.153,12.623,4.492,0
2026-09-13T09:01:53+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.434,3.482,0.643,504.606,45.156,31.868,1.198,30.814,11.928,4.524,0
2026-09-13T09:01:54+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.195,3.48,0.65,498.415,44.732,31.883,1.108,31.365,12.252,4.505,0
2026-09-13T09:01:55+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.935,3.523,0.635,499.561,45.148,31.913,1.112,30.722,12.009,4.458,0
2026-09-13T09:01:56+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.943,3.599,0.572,500.55,45.612,31.954,1.22,30.811,11.401,4.513,0
2026-09-13T09:01:57+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.49,3.432,0.673,500.322,45.025,32.049,1.256,30.984,12.291,4.492,0
2026-09-13T09:01:58+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.821,3.54,0.656,504.528,44.871,31.746,1.255,30.978,12.211,4.477,0
2026-09-13T09:01:59+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.382,3.35,0.703,502.704,45.529,32.358,1.193,31.252,11.993,4.496,0
2026-09-13T09:02:00+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.82,3.5,0.698,502.326,45.04,31.702,1.115,30.619,12.001,4.517,0
2026-09-13T09:02:01+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.724,3.451,0.668,499.933,44.831,31.822,1.294,30.712,11.386,4.538,0
2026-09-13T09:02:02+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.073,3.535,0.634,500.286,44.507,32.804,1.118,30.985,12.793,4.53,0
2026-09-13T09:02:03+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.495,3.687,0.665,495.946,44.836,32.107,1.078,31.166,11.987,4.455,0
2026-09-13T09:02:04+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.974,3.498,0.625,500.163,45.405,31.805,1.204,30.922,11.573,4.495,0
2026-09-13T09:02:05+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.459,3.3,0.571,499.114,45.025,31.682,1.233,31.077,12.825,4.484,0
2026-09-13T09:02:06+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.866,3.555,0.726,497.582,45.308,32.102,1.021,31.026,12.324,4.436,0
2026-09-13T09:02:07+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.801,3.533,0.675,503.882,44.939,31.81,1.302,30.893,11.667,4.509,0
2026-09-13T09:02:08+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.907,3.497,0.628,499.071,44.798,32.16,1.077,30.863,12.034,4.504,0
2026-09-13T09:02:09+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.458,3.528,0.57,498.738,44.504,31.857,1.224,31.15,11.758,4.544,0
2026-09-13T09:02:10+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.611,3.558,0.673,496.26,44.832,31.809,1.262,31.206,11.899,4.524,0
2026-09-13T09:02:11+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.419,3.485,0.713,500.362,44.385,31.946,1.086,30.921,12.391,4.443,0
2026-09-13T09:02:12+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.38,3.739,0.625,502.779,45.139,31.347,1.072,31.434,11.029,4.514,0
2026-09-13T09:02:13+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.559,3.506,0.596,498.942,44.852,31.649,1.145,31.133,11.665,4.539,0
2026-09-13T09:02:14+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.628,3.658,0.574,501.57,45.16,32.343,1.278,31.361,11.943,4.515,0
2026-09-13T09:02:15+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.262,3.588,0.63,499.418,44.52,31.996,1.166,30.899,11.999,4.455,0
2026-09-13T09:02:16+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.853,3.597,0.618,499.404,45.215,31.983,1.289,31.193,11.671,4.546,0
2026-09-13T09:02:17+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.478,3.678,0.615,501.7,44.928,31.951,1.107,30.989,12.335,4.483,0
2026-09-13T09:02:18+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.417,3.542,0.682,498.45,44.774,32.012,1.227,31.012,12.495,4.49,0
2026-09-13T09:02:19+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.272,3.45,0.66,499.304,45.533,32.21,1.091,30.909,12.715,4.49,0
2026-09-13T09:02:20+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.448,3.474,0.677,501.757,44.924,31.714,1.303,31.094,11.251,4.513,0
2026-09-13T09:02:21+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.951,3.502,0.622,497.923,45.249,32.491,1.29,30.908,11.829,4.499,0
2026-09-13T09:02:22+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.921,3.524,0.698,499.847,44.814,31.137,1.263,30.869,11.244,4.492,0
2026-09-13T09:02:23+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.498,3.514,0.645,500.485,44.88,32.562,0.982,31.019,12.3,4.464,0
2026-09-13T09:02:24+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.223,3.49,0.68,500.883,44.99,31.593,1.133,30.754,11.706,4.477,0
2026-09-13T09:02:25+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.011,3.564,0.593,500.218,45.05,32.224,1.235,31.01,12.002,4.525,0
2026-09-13T09:02:26+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.205,3.717,0.643,500.042,44.884,31.61,1.328,30.854,12.358,4.469,0
2026-09-13T09:02:27+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.599,3.564,0.7,495.122,44.97,31.818,1.348,31.098,11.786,4.519,0
2026-09-13T09:02:28+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.445,3.59,0.71,501.625,45.186,32.254,1.259,31.125,11.202,4.54,0
2026-09-13T09:02:29+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.443,3.417,0.694,499.252,44.795,31.904,1.29,30.568,11.713,4.521,0
2026-09-13T09:02:30+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.579,3.469,0.619,498.883,44.931,32.44,1.086,31.117,12.177,4.514,0
2026-09-13T09:02:31+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.223,3.464,0.571,500.696,45.428,31.764,1.226,30.929,12.215,4.493,0
2026-09-13T09:02:32+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.96,3.582,0.63,500.415,45.282,32.434,1.208,30.878,11.836,4.522,0
2026-09-13T09:02:33+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.91,3.541,0.668,500.393,45.097,31.919,1.199,31.095,12.03,4.521,0
2026-09-13T09:02:34+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.686,3.245,0.692,495.915,44.96,32.234,1.294,31.29,11.605,4.491,0
2026-09-13T09:02:35+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.318,3.416,0.723,499.334,45.039,32.093,1.013,31.09,12.459,4.487,0
2026-09-13T09:02:36+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.718,3.517,0.629,500.628,44.42,32.207,1.208,31.076,11.509,4.5,0
2026-09-13T09:02:37+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.155,3.397,0.591,499.314,44.703,32.394,1.227,31.059,11.876,4.483,0
2026-09-13T09:02:38+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.682,3.429,0.766,506.375,45.08,32.507,1.297,30.776,11.687,4.522,0
